,layer_id,name,D,Lambda,M,N,W_scale,alpha,alpha_weighted,best_fit,bulk_max,bulk_min,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,matrix_rank,max_rand_eval,mp_softrank,norm,num_evals,num_pl_spikes,num_spikes,rand_W_scale,rand_bulk_max,rand_bulk_min,rand_distance,rand_mp_softrank,rand_num_spikes,rand_sigma_mp,rank_loss,rf,sigma,sigma_mp,spectral_norm,stable_rank,sv_max,warning,weak_rank_loss,xmax,xmin
0,3,Conv2d,0.09138076886938179,-1.0,3.0,64.0,2.2921471575237704,1.7628760068435358,1.1332395961635031,power_law,0.010813689053990671,0.004485553873593256,0.6586820087663748,True,4.393753413269296,LAYER_TYPE.CONV2D,1.6465335144519961,1.446832342320669,0.6428356797439151,147.0,2.489319819290806,0.0024611506465822444,27.97900992428543,147.0,55.0,63.0,2.2921471575237704,0.037245847496907354,0.015449700345633829,0.097846489918981,0.014962258850097653,54.0,0.3636361457974233,0.0,49.0,0.10286617977808384,0.19593636839981876,4.393753413269296,6.3679062734353264,2.096128195809907,over-trained,0.0,4.393753413269296,0.05455398018578645
0,9,Conv2d,0.15643177814628806,-1.0,64.0,64.0,2.9922772445712917,1.8458670187005004,0.306326257502568,power_law,0.478152383184435,0.0,0.7195579674243724,True,1.465387578919185,LAYER_TYPE.CONV2D,0.6312469316600713,0.8541763141757266,0.1659525060035057,64.0,0.6587264844028953,0.32629755435562124,7.147864550346312,64.0,26.0,3.0,2.992277244571292,0.46099243536291795,0.0,0.19430728047756496,0.6998237451782222,5.0,1.0158246183885469,0.0,1.0,0.1658881705484002,1.0345583650337282,1.465387578919185,4.877797964971362,1.210531940478724,over-trained,2.0,1.465387578919185,0.052407783000254234
0,11,Conv2d,0.11293629045717868,-1.0,64.0,64.0,6.198070333081915,1.630905329824774,-0.1465057389958141,power_law,0.10486991170539972,0.0,0.7578380377270705,True,0.8131470151559779,LAYER_TYPE.CONV2D,0.728803943968749,1.1759094831803936,-0.08983092783905171,576.0,0.24726494402418817,0.1289679599761964,14.993722997414675,576.0,234.0,34.0,6.198070333081915,0.1065756156590171,0.0,0.2546022146287049,0.4310178949127199,17.0,1.0117085715913268,0.0,9.0,0.041243571641105314,1.0035799025064107,0.8131470151559779,18.43912935539532,0.901746646878145,over-trained,17.0,0.8131470151559779,0.005796913193665903
0,13,Conv2d,0.1037899808506072,-1.0,64.0,256.0,2.3098693007847184,2.579413769556933,0.6335974430589023,power_law,0.27691409356662827,0.030768232618514257,0.8753693035662351,True,1.7605007645781823,LAYER_TYPE.CONV2D,0.7909800315527157,1.0790051601336548,0.2456362180185367,64.0,0.5805485166764818,0.15729279937744142,11.995135552611421,64.0,24.0,10.0,2.3098693007847184,0.4106757825315477,0.045630642503505306,0.18247967577630123,0.7073926997222906,4.0,0.9868376139456261,0.0,1.0,0.32239648567835183,0.8103426134859694,1.7605007645781823,6.813479320178238,1.3268386354708632,success,1.0,1.7605007645781823,0.16431704172946404
0,17,Conv2d,0.12223540972084357,-1.0,64.0,256.0,1.6456483197779543,3.8320345833337717,1.3877168554365318,power_law,0.1566917856071843,0.017410198400798254,0.8728736141648628,True,2.302161495468001,LAYER_TYPE.CONV2D,1.5668675748294179,1.3735059125939661,0.36213578590129886,64.0,1.237604969359998,0.06806289911270139,23.632295725349348,64.0,12.0,34.0,1.6456483197779546,0.6882890230794416,0.07647655811993795,0.1514017704959344,0.5561459755897523,30.0,0.9101881842640213,0.0,1.0,0.8175379645210414,0.43427905734567496,2.302161495468001,10.265264088497489,1.517287545413855,success,0.0,2.302161495468001,0.7004876472478799
0,20,Conv2d,0.07692307692307687,-1.0,64.0,256.0,2.186705923279714,3.1843563133419477,1.0546182026495405,power_law,0.29832302501692326,0.03314700277965813,0.8767401295637067,True,2.1438147149525966,LAYER_TYPE.CONV2D,1.1034263059525047,1.126599211277938,0.33118724755482215,64.0,0.7252118467427627,0.1391552277984619,13.384409369055664,64.0,13.0,10.0,2.1867059232797144,0.4321643584921648,0.048018262054684985,0.1557803980244158,0.5959146426429741,11.0,0.9583487830809888,0.0,1.0,0.6058314378182983,0.796237283463195,2.1438147149525966,6.243267795347517,1.464177146028648,success,0.0,2.1438147149525966,0.3089566674901105
0,22,Conv2d,0.08875451540392443,-1.0,64.0,64.0,6.1555200594210095,4.147254879413394,-0.29410131596704825,lognormal,0.10708610946759597,0.0,0.7747547967902907,True,0.849347288642529,LAYER_TYPE.CONV2D,-0.16416324222988343,1.1818929815951211,-0.0709146952667272,576.0,0.45532700357438927,0.12608047485351553,15.201728841172669,576.0,16.0,34.0,6.15552005942101,0.10667685663583562,0.0,0.17228846423162145,0.2342862509765627,20.0,1.0052402288124127,0.0,9.0,0.7868137198533485,1.007166624139264,0.849347288642529,17.898130769886677,0.9216003953137872,success,11.0,0.849347288642529,0.22575220553339326
0,24,Conv2d,0.08333333333333337,-1.0,64.0,256.0,2.6421402132617824,4.327071946645125,-0.31512988675018194,lognormal,0.27035767466721067,0.030039741629690073,0.9239214493544737,True,0.8456146286133355,LAYER_TYPE.CONV2D,-0.24033335559877725,0.9622682518704025,-0.0728275126080372,64.0,0.45162707714913175,0.3197173576698305,9.167865893730745,64.0,12.0,5.0,2.642140213261783,0.30036169383808287,0.03337352153756476,0.08933715216305242,0.6650657346191412,12.0,0.9653546089389908,0.0,1.0,0.9604429420044076,0.915870252238269,0.8456146286133355,10.841659526118287,0.9195730686646578,success,0.0,0.8456146286133355,0.2395811264881194
0,28,Conv2d,0.07241563549597599,-1.0,64.0,256.0,2.496084126215309,3.513364299610645,0.9505889400827423,lognormal,0.22236022437509895,0.024706691597233217,0.8642609546494614,True,1.8645057509275436,LAYER_TYPE.CONV2D,0.9660769965213988,1.0116615371751327,0.27056372724800776,64.0,0.45585948196606635,0.11925960768127448,10.27215436576923,64.0,14.0,12.0,2.4960841262153095,0.34584920333870806,0.03842768925985646,0.1966943038711718,0.7586750238189686,7.0,0.9786138303171261,0.0,1.0,0.6717248640922917,0.7846870966369307,1.8645057509275436,5.509317609054892,1.3654690589418508,success,0.0,1.8645057509275436,0.23932587947598682
0,30,Conv2d,0.1444637787440029,-1.0,64.0,64.0,6.139669688856947,1.5794053881275194,-0.7391311539481781,power_law,0.10965509250078717,0.0,0.811042361677792,True,0.3404233600107699,LAYER_TYPE.CONV2D,0.6460437853616717,1.184132469533548,-0.46798064607368645,576.0,0.1992093051049831,0.32211388929748547,15.280320711309784,576.0,297.0,41.0,6.139669688856946,0.10859752648529272,0.0,0.2114521726750935,0.5451428407325749,12.0,1.0116376359378614,0.0,9.0,0.03362051060444663,1.016551566810016,0.3404233600107699,44.88622846219003,0.5834581047605474,over-trained,7.0,0.3404233600107699,0.004386375158917241
0,32,Conv2d,0.07915548868464706,-1.0,64.0,256.0,2.563527921113339,3.042241726754957,1.1604252734210063,lognormal,0.2613317422670922,0.02903686025189913,0.8359318459935395,True,2.4067864845613407,LAYER_TYPE.CONV2D,1.1688346729656414,0.9885038699907036,0.3814375640224972,64.0,0.40433238686131034,0.10858119070529948,9.738764634864847,64.0,21.0,5.0,2.563527921113339,0.33202152463438706,0.03689128051493189,0.22403208455677004,0.8211598561563493,6.0,0.9847588958122657,0.0,1.0,0.44565368096437674,0.8736608501660854,2.4067864845613407,4.046376650914187,1.5513821207430942,success,0.0,2.4067864845613407,0.1483955359771172
0,37,Conv2d,0.08009464659649487,-1.0,128.0,256.0,2.642071009810459,4.200110505153305,0.7396011941455385,lognormal,0.20647436739890862,0.00607803788614496,0.8691810749478276,True,1.4999987230205312,LAYER_TYPE.CONV2D,0.8168938802227619,1.263320998083725,0.17609088933209932,128.0,0.4474518268258169,0.13764969544982908,18.33669233131935,128.0,14.0,27.0,2.64207100981046,0.4159028141382038,0.012243035748851366,0.1660000147228563,0.9294918228149409,0.0,0.9981130359155987,0.0,1.0,0.8552655078642681,0.7032615448951361,1.4999987230205312,12.224471961146042,1.224744350066793,success,0.0,1.4999987230205312,0.37615198850877796
0,39,Conv2d,0.093791544760363,-1.0,128.0,128.0,7.124644664655948,2.965393953707874,-1.4183342969336357,power_law,0.08081808276774059,0.0,0.847698232211959,True,0.3324333581437372,LAYER_TYPE.CONV2D,-0.4445817469960206,1.3559260607513253,-0.47829540326679915,1152.0,0.10627553507299227,0.24311062890625,22.694784370829925,1152.0,100.0,62.0,7.124644664655949,0.08054996658392527,0.0,0.19634490280209313,0.7579351779184349,10.0,1.011034314510245,0.0,9.0,0.1965393953707874,1.0127155657602827,0.3324333581437372,68.2686734494833,0.5765703410198423,success,14.0,0.3324333581437372,0.06559939339875348
