,layer_id,name,D,Lambda,M,N,W_scale,alpha,alpha_weighted,best_fit,bulk_max,bulk_min,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,matrix_rank,max_rand_eval,mp_softrank,norm,num_evals,num_pl_spikes,num_spikes,rand_W_scale,rand_bulk_max,rand_bulk_min,rand_distance,rand_mp_softrank,rand_num_spikes,rand_sigma_mp,rank_loss,rf,sigma,sigma_mp,spectral_norm,stable_rank,sv_max,warning,weak_rank_loss,xmax,xmin
0,3,Conv2d,0.08126127004994621,-1.0,3.0,64.0,1.2860198986075049,2.108325183259419,1.5818065266947323,power_law,0.2140951492430694,0.08880737380277964,0.8537807229661782,True,5.626869791669388,LAYER_TYPE.CONV2D,2.331508125522861,1.9488219577761572,0.7502668654980909,147.0,2.9866145663671793,0.03804871219164134,88.883665801739,147.0,81.0,62.0,1.286019898607505,0.22195445404647535,0.09206743934827986,0.13650988304546838,0.07431640377902983,89.0,0.49804116486490535,0.0,49.0,0.12314724258437988,0.489143989880088,5.626869791669388,15.796289783234679,2.3721023990691017,success,0.0,5.626869791669388,0.27597093820797575
0,9,Conv2d,0.27730698576027824,-1.0,64.0,64.0,2.016744727842044,1.2962824709659264,0.20785126937342804,power_law,1.0503699069048429,0.0,0.748231995446554,True,1.446585534395302,LAYER_TYPE.CONV2D,1.162906601689477,1.1968781134092459,0.1603441179132411,64.0,1.3493513337921443,0.7261028690874582,15.735411814737528,64.0,50.0,4.0,2.016744727842045,1.0107790850291125,0.0,0.18827314526443098,0.749085178719521,2.0,1.0137924628689419,0.0,1.0,0.04190066887334259,1.0334561879248274,1.446585534395302,10.877622816348156,1.2027408425738697,over-trained,5.0,1.446585534395302,0.0026477397066263144
0,11,Conv2d,0.10037441126381463,-1.0,64.0,64.0,5.250223369181137,1.823712583481493,0.24747062464678937,power_law,0.15047387363581552,0.0,0.748902098801704,True,1.3667719801384122,LAYER_TYPE.CONV2D,0.9170805566185835,1.3200669219678018,0.13569606685191835,576.0,0.3924775637589399,0.11009435064697268,20.896181026668103,576.0,152.0,30.0,5.250223369181137,0.148360452036539,0.0,0.2631244210789033,0.3780100207910538,16.0,1.0111296810699604,0.0,9.0,0.06681191294782983,1.0183060772021362,1.3667719801384122,15.288710428898286,1.1690902360974589,over-trained,47.0,1.3667719801384122,0.02189842023198567
0,13,Conv2d,0.07575017677836049,-1.0,64.0,256.0,2.0519876290701013,3.8957294604084645,1.508836421388428,lognormal,0.1144120453138898,0.01271244947932109,0.8130145974918931,True,2.4395247965414413,LAYER_TYPE.CONV2D,1.540922833546861,1.1818304975982734,0.38730523685549445,64.0,0.6201786741058347,0.04689931640625004,15.199541854026663,64.0,15.0,25.0,2.051987629070101,0.5239969256672203,0.05822188062969114,0.2791884390798962,0.8449128413238524,1.0,0.99025683480952,0.0,1.0,0.7476741316856115,0.4627211534369006,2.4395247965414413,6.230533862814319,1.5618978188541788,success,4.0,2.4395247965414413,0.45777229421716265
0,17,Conv2d,0.14182450726854132,-1.0,64.0,256.0,1.3599577521411923,2.5890737585596186,1.5255264737916123,power_law,0.22366454637407573,0.0248516162637862,0.8266010277367485,True,3.883444274562676,LAYER_TYPE.CONV2D,1.9622560772850528,1.5391291400330773,0.5892170776317742,64.0,1.4127181328392322,0.057594375137329124,34.60422602419645,64.0,20.0,30.0,1.3599577521411925,1.1613504487507367,0.12903893875008182,0.243008676592942,0.8220680557250968,7.0,0.9770477837632259,0.0,1.0,0.35532769454003954,0.4287782349086856,3.883444274562676,8.910704925228602,1.9706456491623947,success,1.0,3.883444274562676,0.6266213927130868
0,20,Conv2d,0.1812087098772388,-1.0,64.0,256.0,2.506144861908944,6.353252027509339,-0.048337310236528146,power_law,0.16077258601915276,0.01786362066879475,0.8321712211589526,True,0.9826338519357768,LAYER_TYPE.CONV2D,0.11029009270205394,1.0081676324398554,-0.0076082784103683335,64.0,0.3661567687669425,0.16361392974853525,10.189846279511752,64.0,6.0,16.0,2.506144861908944,0.3602734549602619,0.04003038388447354,0.25985770476995373,0.9839322544097899,0.0,1.0028386045700683,0.0,1.0,2.1854559886528966,0.6699168638250411,0.9826338519357768,10.369932054994724,0.991278897150432,under-trained,4.0,0.9826338519357768,0.5680175755259266
0,22,Conv2d,0.0741580615842028,-1.0,64.0,64.0,5.390641190287762,2.040277267571552,-0.1231904401756513,power_law,0.14100574172852018,0.0,0.8007853243343902,True,0.8702033198433043,LAYER_TYPE.CONV2D,0.6412280992301924,1.297141632514624,-0.06037926419788973,576.0,0.32259640087686475,0.16203769683837885,19.821733485994933,576.0,144.0,30.0,5.390641190287764,0.1400294002800982,0.0,0.21270194145905783,0.4340699397125249,12.0,1.0086025090496473,0.0,9.0,0.08668977229762935,1.0121125929636885,0.8702033198433043,22.778278402298202,0.932846889818101,success,36.0,0.8702033198433043,0.03073354571743437
0,24,Conv2d,0.1625347623834501,-1.0,64.0,256.0,2.3030658404992295,4.024237596428323,-0.20112529473032711,power_law,0.18482306113274413,0.020535895681416016,0.8887412459837394,True,0.891295093750039,LAYER_TYPE.CONV2D,0.13257876558751863,1.081567266308339,-0.049978484100649055,64.0,0.514344235440796,0.20736461182022078,12.066109613511799,64.0,16.0,22.0,2.30306584049923,0.42062099343193887,0.04673566593688209,0.17274900934079584,0.8177810976562501,2.0,0.9957735062558728,0.0,1.0,0.7560593991070808,0.6600748326376611,0.891295093750039,13.537726952747821,0.9440842619967982,success,0.0,0.891295093750039,0.32185930314655076
0,28,Conv2d,0.183051939896837,-1.0,64.0,256.0,2.6009132285494854,1.67125216057276,-0.1891914152855109,power_law,0.12014781709557439,0.013349757455063817,0.8484585242368571,True,0.7705425164515123,LAYER_TYPE.CONV2D,0.6762674352478699,0.9759282469014455,-0.1132033930898091,64.0,0.34716761383263395,0.15592626562499992,9.460808392326065,64.0,52.0,19.0,2.600913228549486,0.3292650533308134,0.036585005925645925,0.23699288011239705,0.9484325156249995,0.0,0.9949641300521626,0.0,1.0,0.09308592629657975,0.601025013469017,0.7705425164515123,12.278113394566207,0.8778055117459176,over-trained,0.0,0.7705425164515123,0.023336120896382057
0,30,Conv2d,0.11265585858926153,-1.0,64.0,64.0,5.2029762791576815,1.8409400901138468,-0.45765105426722025,power_law,0.15038206168297963,0.0,0.827686748508898,True,0.5641617183877443,LAYER_TYPE.CONV2D,0.6785468354263804,1.327918791598238,-0.2485963865553704,576.0,0.2264321821271782,0.26655842958068826,21.277411440501318,576.0,214.0,35.0,5.202976279157682,0.15050357574529533,0.0,0.20437892896849583,0.6646739625587467,8.0,1.00924186944557,0.0,9.0,0.05748548110726778,1.0088343646983036,0.5641617183877443,37.7150925825093,0.7511069952994343,over-trained,5.0,0.5641617183877443,0.018210530784573544
