,layer_id,name,D,Lambda,M,N,alpha,alpha_weighted,best_fit,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,sv_max,warning,weak_rank_loss,xmax,xmin
0,1,Conv2d,0.12371598150927324,-1.0,3.0,64.0,8.725203387310671,-12.939471548183715,lognormal,0.9947751816369004,True,0.032885207132273477,LAYER_TYPE.CONV2D,-11.956153362138995,0.47800062904805973,-1.4829994183289734,147.0,3.0060806567425793,147.0,53.0,0.0,49.0,1.0611382938993166,0.032885207132273477,91.41133411905494,0.18134278902750303,under-trained,0.0,0.032885207132273477,0.022260304238190993
0,7,Conv2d,0.26399182123872966,-1.0,64.0,64.0,3.260607802518868,1.8363476611073004,lognormal,0.8770860463695804,True,3.657563086496761,LAYER_TYPE.CONV2D,2.6675210776174105,1.8245158964531722,0.5631918256739417,64.0,66.75993366129578,64.0,20.0,0.0,1.0,0.5054872716898609,3.657563086496761,18.252572022001374,1.9124756433734682,success,0.0,3.657563086496761,1.488871996314419
0,9,Conv2d,0.16882865114551193,-1.0,64.0,64.0,6.285192074829203,-2.1081140482274696,lognormal,0.920215010822432,True,0.4619450886528277,LAYER_TYPE.CONV2D,-0.9316182188430213,1.8034508397762243,-0.3354096458992873,576.0,63.599080940228504,576.0,62.0,0.0,9.0,0.6712200647237091,0.4619450886528277,137.67671202155813,0.6796654240527671,under-trained,1.0,0.4619450886528277,0.28329851526399324
0,11,Conv2d,0.20232848242246965,-1.0,64.0,256.0,5.913819698094597,1.9697402647621132,lognormal,0.9687989421005173,True,2.153149153534384,LAYER_TYPE.CONV2D,2.706249223737036,1.7987571273643956,0.3330741154311406,64.0,62.91542394422271,64.0,17.0,0.0,1.0,1.1917763317932182,2.153149153534384,29.220188411447182,1.467361289367545,success,0.0,2.153149153534384,1.347802482517344
0,15,Conv2d,0.2295933733615424,-1.0,64.0,256.0,4.284689068924909,1.4629056145135908,lognormal,0.9692336332340487,True,2.1949585251990293,LAYER_TYPE.CONV2D,2.361902570826746,1.8122537590736418,0.34142631845177396,64.0,64.90135426006134,64.0,25.0,0.0,1.0,0.6569378137849817,2.1949585251990293,29.568373850788987,1.4815392418694247,success,0.0,2.1949585251990293,1.13241894260639
0,18,Conv2d,0.2201458188867188,-1.0,64.0,256.0,4.88788651324134,4.463397700593032,lognormal,0.9702078668427694,True,8.187568319632685,LAYER_TYPE.CONV2D,5.36128824193367,2.4001860324389503,0.9131549369040458,64.0,251.29626424139752,64.0,21.0,0.0,1.0,0.848406392396494,8.187568319632685,30.69241738585838,2.8613927237680405,success,0.0,8.187568319632685,4.7911189623478
0,20,Conv2d,0.15596738583278996,-1.0,64.0,64.0,6.530143582666371,-2.131433594048333,lognormal,0.9197108794119041,True,0.4716293319249229,LAYER_TYPE.CONV2D,-1.0110388185392514,1.809702590494947,-0.3263991927690557,576.0,64.5212229475015,576.0,62.0,0.0,9.0,0.7023289373279176,0.4716293319249229,136.80494104164924,0.6867527443883445,under-trained,2.0,0.4716293319249229,0.2900555214744011
0,22,Conv2d,0.1725149559200212,-1.0,64.0,256.0,15.681871612003775,5.030800947901255,lognormal,0.9694515049451174,True,2.0931656788642155,LAYER_TYPE.CONV2D,5.368977211945126,1.79565241714501,0.32080360510351336,64.0,62.46725427965942,64.0,8.0,0.0,1.0,5.190825488679068,2.0931656788642155,29.843435190259346,1.4467776881277288,under-trained,0.0,2.0931656788642155,1.7404168609183694
0,26,Conv2d,0.19488535610386937,-1.0,64.0,256.0,7.025856440319155,6.579357405651223,lognormal,0.9698683330946998,True,8.638715394143663,LAYER_TYPE.CONV2D,7.244530023836715,2.4058165935787406,0.9364491662389206,64.0,254.57549305991003,64.0,15.0,0.0,1.0,1.555869442666186,8.638715394143663,29.46913764892535,2.9391691673232527,under-trained,0.0,8.638715394143663,5.7823168937014815
0,28,Conv2d,0.149337747355475,-1.0,64.0,64.0,17.60662825343633,-5.881702034425151,lognormal,0.9192259533846131,True,0.463380969489366,LAYER_TYPE.CONV2D,-5.358395359625515,1.8030580447110207,-0.33406180614264996,576.0,63.54158513392971,576.0,17.0,0.0,9.0,4.027698963193207,0.463380969489366,137.12601362104039,0.68072091894503,under-trained,0.0,0.463380969489366,0.3863149987845635
0,30,Conv2d,0.2420195459838106,-1.0,64.0,256.0,4.256549743332274,1.4057788845905483,lognormal,0.9689280499819145,True,2.1392548701552485,LAYER_TYPE.CONV2D,2.3341413788363528,1.8066949194765414,0.3302625293625779,64.0,64.07593017869712,64.0,26.0,0.0,1.0,0.6386619495475707,2.1392548701552485,29.95245263788837,1.462619181521714,success,0.0,2.1392548701552485,1.1012894557124846
