,layer_id,name,D,Lambda,M,N,alpha,alpha_weighted,best_fit,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,matrix_rank,norm,num_evals,num_pl_spikes,rank_loss,rf,sigma,spectral_norm,stable_rank,sv_max,warning,weak_rank_loss,xmax,xmin
0,1,Conv2d,0.16520562005893913,-1.0,3.0,64.0,9.440131006860867,-13.794877801248589,lognormal,0.9926408965658227,True,0.034569928295627037,LAYER_TYPE.CONV2D,-12.873200788992518,0.4757390174867322,-1.4613015212630835,147.0,2.99046702189914,147.0,40.0,0.0,49.0,1.3345018865945284,0.034569928295627037,86.50486620411714,0.18592990156407613,under-trained,0.0,0.034569928295627037,0.024427076285696698
0,7,Conv2d,0.2505688127571104,-1.0,64.0,64.0,2.2179240638768807,1.2482968727414339,lognormal,0.8775601310554663,True,3.6544513712953623,LAYER_TYPE.CONV2D,2.1883147754508974,1.802742953811375,0.5628221872300891,64.0,63.49550093340516,64.0,32.0,0.0,1.0,0.21530059113440503,3.6544513712953623,17.37483810350949,1.9116619395948025,success,0.0,3.6544513712953623,0.6927791964565335
0,9,Conv2d,0.14511160336045004,-1.0,64.0,64.0,8.421731695308596,-2.9076034863477895,lognormal,0.9215518904330994,True,0.45159583366364264,LAYER_TYPE.CONV2D,-1.8715990713538964,1.8081962739156883,-0.3452500734459989,576.0,64.29782375716546,576.0,46.0,0.0,9.0,1.0942746392131004,0.45159583366364264,142.3791340932869,0.6720088047515766,under-trained,0.0,0.45159583366364264,0.31491322286762385
0,11,Conv2d,0.2115144841374167,-1.0,64.0,256.0,5.830282238815503,1.9647999384919763,lognormal,0.9684255596730208,True,2.172696737472852,LAYER_TYPE.CONV2D,2.765373558184647,1.8124134078349023,0.33699911222327905,64.0,64.92521669887022,64.0,18.0,0.0,1.0,1.138508442037127,2.172696737472852,29.882318861668317,1.4740070344041278,success,0.0,2.172696737472852,1.3763621819628205
0,15,Conv2d,0.19939590415459146,-1.0,64.0,256.0,6.081658932386179,2.062503790283748,lognormal,0.9697512249332711,True,2.1834088376437224,LAYER_TYPE.CONV2D,2.781681039884765,1.807791118149006,0.33913506383931846,64.0,64.23786792638342,64.0,17.0,0.0,1.0,1.2324833253877465,2.1834088376437224,29.420906803559173,1.477636233192636,under-trained,0.0,2.1834088376437224,1.3789692790547918
0,18,Conv2d,0.1995898983427964,-1.0,64.0,256.0,5.918714893524727,5.582318051141267,lognormal,0.9700776419471627,True,8.773317998830652,LAYER_TYPE.CONV2D,6.277042399379583,2.405329548848781,0.9431638711383971,64.0,254.2901563619318,64.0,17.0,0.0,1.0,1.1929635910765395,8.773317998830652,28.984490975458172,2.961978730313682,success,0.0,8.773317998830652,5.383600479970217
0,20,Conv2d,0.19298529036534184,-1.0,64.0,64.0,13.495856668656048,-4.737736364746519,lognormal,0.9198202320141766,True,0.4456037358870193,LAYER_TYPE.CONV2D,-3.832351795777684,1.8081680530715716,-0.3510511767474421,576.0,64.29364576277916,576.0,25.0,0.0,9.0,2.4991713337312094,0.4456037358870193,144.2843508365031,0.6675355690051424,under-trained,1.0,0.4456037358870193,0.3666785617920863
0,22,Conv2d,0.19493507858885745,-1.0,64.0,256.0,6.298195090348254,2.0979422385239994,lognormal,0.9684901521678637,True,2.153288079423408,LAYER_TYPE.CONV2D,2.83210799762241,1.8032234739420745,0.33310213615628015,64.0,63.565793679698,64.0,17.0,0.0,1.0,1.2850010578020443,2.153288079423408,29.520338819095297,1.4674086272826012,under-trained,0.0,2.153288079423408,1.3891149293620206
0,26,Conv2d,0.23168146210261886,-1.0,64.0,256.0,6.328209106804013,5.844387511964963,lognormal,0.9692021341311517,True,8.38581462896797,LAYER_TYPE.CONV2D,6.6321480864186935,2.408587274098992,0.923545257959499,64.0,256.20480713924326,64.0,17.0,0.0,1.0,1.2922805260429926,8.38581462896797,30.55216678105536,2.8958271061940093,under-trained,0.0,8.38581462896797,5.517912930829703
0,28,Conv2d,0.18416335457243882,-1.0,64.0,64.0,4.923518925972747,-1.690849841921518,lognormal,0.9198923323078982,True,0.4534996529167944,LAYER_TYPE.CONV2D,-0.3265085731926847,1.8043245646642925,-0.3434230409884033,576.0,63.72716001184592,576.0,88.0,0.0,9.0,0.41824852282609243,0.4534996529167944,140.52306237054216,0.6734238285929556,success,1.0,0.4534996529167944,0.24497179451017906
0,30,Conv2d,0.1666466906090902,-1.0,64.0,256.0,11.278233203321388,3.9468642826022733,power_law,0.9689948421347951,True,2.2384846955289928,LAYER_TYPE.CONV2D,4.286381624693421,1.8020506128435791,0.34995412946772014,64.0,63.39435869780706,64.0,9.0,0.0,1.0,3.426077734440463,2.2384846955289928,28.32021091072319,1.4961566413744896,under-trained,0.0,2.2384846955289928,1.6866451714618262
0,35,Conv2d,0.18653304882073907,-1.0,128.0,256.0,8.590823840340786,6.578996723839206,lognormal,0.9479651212669887,True,5.831989614438868,LAYER_TYPE.CONV2D,7.228269773886524,2.414497772400655,0.765816741922417,128.0,259.71544199471816,128.0,14.0,0.0,1.0,2.0287330067079172,5.831989614438868,44.532905434487304,2.414951265437642,under-trained,0.0,5.831989614438868,4.231224548133372
0,37,Conv2d,0.1399059670474696,-1.0,128.0,128.0,20.9762874136888,-7.176416931742484,lognormal,0.9284939652068701,True,0.45486188623945023,LAYER_TYPE.CONV2D,-6.365743689561596,2.1084215196611136,-0.3421204520233292,1152.0,128.35757975366957,1152.0,22.0,0.0,9.0,4.258958786724016,0.45486188623945023,282.19022880738584,0.6744344936607634,under-trained,3.0,0.45486188623945023,0.3979252215319581
0,39,Conv2d,0.21178586184875037,-1.0,128.0,512.0,4.696072946943715,1.5837054294990844,lognormal,0.9738587888711584,True,2.1739040965063374,LAYER_TYPE.CONV2D,2.7286441497952008,2.105978899265403,0.3372403809293012,128.0,127.6376792959517,128.0,43.0,0.0,1.0,0.5636458402539335,2.1739040965063374,58.7135741181394,1.474416527480053,success,0.0,2.1739040965063374,1.2016741596024987
0,43,Conv2d,0.19238489622589133,-1.0,256.0,512.0,6.339606885370756,2.9101822748731636,lognormal,0.9544636425189222,True,2.8777147957705216,LAYER_TYPE.CONV2D,4.018050037515618,2.4110736185961046,0.4590477497254104,256.0,257.67579141589914,256.0,41.0,0.0,1.0,0.8339064942946539,2.8777147957705216,89.54180997874226,1.6963828564833239,under-trained,0.0,2.8777147957705216,1.8604745323322758
0,46,Conv2d,0.19545062260910523,-1.0,128.0,512.0,15.217252314604519,14.51639992007517,lognormal,0.9741141204625151,True,8.993807023311424,LAYER_TYPE.CONV2D,14.989760186387903,2.7134678077092174,0.9539435648407619,128.0,516.9729356767558,128.0,9.0,0.0,1.0,4.739084104868173,8.993807023311424,57.480990456743406,2.998967659597453,under-trained,0.0,8.993807023311424,7.557236272559941
0,48,Conv2d,0.15514615530651144,-1.0,128.0,128.0,18.209369419227176,-6.600139696750089,lognormal,0.9288700238634368,True,0.4340517949388878,LAYER_TYPE.CONV2D,-5.543371358858333,2.1063398659419055,-0.3624584434967329,1152.0,127.74381028087922,1152.0,32.0,0.0,9.0,3.042215454069983,0.4340517949388878,294.3054533361966,0.6588260733599481,under-trained,6.0,0.4340517949388878,0.3771334321918319
0,50,Conv2d,0.19396159754356157,-1.0,128.0,512.0,5.946278572929418,2.057254726839647,lognormal,0.973789077172215,True,2.218061001601331,LAYER_TYPE.CONV2D,3.0525531367289327,2.1071307844626253,0.3459734860397141,128.0,127.97666380724382,128.0,32.0,0.0,1.0,0.8743867801390276,2.218061001601331,57.697540200585536,1.4893156151740743,success,0.0,2.218061001601331,1.3848474009064182
0,54,Conv2d,0.19803726622273055,-1.0,128.0,512.0,16.502313790200038,15.665130646365363,lognormal,0.9737084889699392,True,8.897515263016963,LAYER_TYPE.CONV2D,16.166597368335974,2.7112571623028363,0.9492687416759801,128.0,514.3481265425892,128.0,10.0,0.0,1.0,4.902262057966977,8.897515263016963,57.80806341299654,2.9828703061006463,under-trained,0.0,8.897515263016963,7.572567475988869
0,56,Conv2d,0.1716769553538161,-1.0,128.0,128.0,6.1129412638823215,-2.1399526325274905,power_law,0.9287371447157836,True,0.44661239437594524,LAYER_TYPE.CONV2D,-0.5796807607693597,2.108004617788121,-0.35006922856778916,1152.0,128.23442175573618,1152.0,132.0,0.0,9.0,0.4450244151278988,0.44661239437594524,287.126876393386,0.6682906511211609,under-trained,3.0,0.44661239437594524,0.27799582088818237
0,58,Conv2d,0.17739634586151865,-1.0,128.0,512.0,5.888239128252851,2.0908602664619123,lognormal,0.9736642575445106,True,2.2651184781195894,LAYER_TYPE.CONV2D,3.04252268922004,2.1077233700029154,0.3550909229262754,128.0,128.15140441812983,128.0,31.0,0.0,1.0,0.8779536650089521,2.2651184781195894,56.57602710676573,1.5050310555332702,success,0.0,2.2651184781195894,1.3914558101588992
0,62,Conv2d,0.19872735902067828,-1.0,128.0,512.0,5.5826383883665285,5.256268999653877,lognormal,0.9737099033415577,True,8.740544828383625,LAYER_TYPE.CONV2D,6.317401770691198,2.709410012742806,0.9415385045549859,128.0,512.165136954116,128.0,36.0,0.0,1.0,0.7637730647277547,8.740544828383625,58.59647733753799,2.9564412438578285,success,0.0,8.740544828383625,5.318247501980038
0,64,Conv2d,0.14760712054920305,-1.0,128.0,128.0,27.80331768940334,-9.259727725095562,power_law,0.9286303141422249,True,0.46446823165187257,LAYER_TYPE.CONV2D,-8.890400794126958,2.106168885984289,-0.3330439852012595,1152.0,127.69352796493602,1152.0,12.0,0.0,9.0,7.737451341576039,0.46446823165187257,274.9241374610194,0.6815190618404393,under-trained,5.0,0.46446823165187257,0.4104277661233436
0,66,Conv2d,0.1954303504064504,-1.0,128.0,512.0,12.690129193059459,4.4363169571412335,lognormal,0.9742317570452913,True,2.23659837865932,LAYER_TYPE.CONV2D,5.020446648794669,2.1103085796203023,0.3495880057365818,128.0,128.91652179871687,128.0,13.0,0.0,1.0,3.242258478644181,2.23659837865932,57.63954898151766,1.4955261210220703,under-trained,0.0,2.23659837865932,1.8037902243649029
0,71,Conv2d,0.2040959785022557,-1.0,256.0,512.0,4.361748948395405,3.300135366752177,lognormal,0.9545853610423866,True,5.709634123903772,LAYER_TYPE.CONV2D,4.595012200583035,2.707206441529621,0.7566082793385499,256.0,509.5730386260409,256.0,65.0,0.0,1.0,0.41697363856977476,5.709634123903772,89.24793210350882,2.389484070652862,success,0.0,5.709634123903772,2.93659927349728
0,73,Conv2d,0.17995579955094787,-1.0,256.0,256.0,18.324524696939037,-6.4642566358820135,lognormal,0.9352096781234035,True,0.44384843199858776,LAYER_TYPE.CONV2D,-5.232090808679649,2.4090164643626286,-0.3527653100307598,2304.0,256.45812594787355,2304.0,56.0,0.0,9.0,2.3150869930231974,0.44384843199858776,577.805636922222,0.6662195073686958,under-trained,6.0,0.44384843199858776,0.38394593431028146
0,75,Conv2d,0.19365380631342077,-1.0,256.0,1024.0,5.893662783187924,2.0090234907771034,lognormal,0.9777800932096559,True,2.192192034189314,LAYER_TYPE.CONV2D,3.3190791344330624,2.4094091792663472,0.3408785953122361,256.0,256.6901355228997,256.0,64.0,0.0,1.0,0.6117078478984905,2.192192034189314,117.09290587666298,1.480605293178879,success,0.0,2.192192034189314,1.3773076417437191
0,79,Conv2d,0.19211138049171295,-1.0,512.0,1024.0,6.718268708704462,3.0515015109025825,lognormal,0.9596067901470827,True,2.8458336214102804,LAYER_TYPE.CONV2D,4.4277610261024245,2.708379925661171,0.4542095059325229,512.0,510.9517908489183,512.0,73.0,0.0,1.0,0.6692727296425065,2.8458336214102804,179.54380291413915,1.6869598754594848,under-trained,0.0,2.8458336214102804,1.9068698041519212
0,82,Conv2d,0.17159664629275895,-1.0,256.0,1024.0,18.8088383943855,17.998165540633945,lognormal,0.9774010496338825,True,9.055227509985142,LAYER_TYPE.CONV2D,18.528587846604978,3.0105282129186373,0.9568993663110241,256.0,1024.5383348696205,256.0,15.0,0.0,1.0,4.598222301116952,9.055227509985142,113.14330134056472,3.009190507426398,under-trained,0.0,9.055227509985142,7.70971415235532
0,84,Conv2d,0.17007295486166846,-1.0,256.0,256.0,30.106657586533586,-10.66550517398455,lognormal,0.9352608073221766,True,0.44232617045375366,LAYER_TYPE.CONV2D,-9.703333914640565,2.4068857762640095,-0.35425736461543067,2304.0,255.20300053017837,2304.0,32.0,0.0,9.0,5.145378739278192,0.44232617045375366,576.9565935209807,0.6650760636602054,under-trained,7.0,0.44232617045375366,0.40412253811080084
0,86,Conv2d,0.18320763339755092,-1.0,256.0,1024.0,9.012165411976357,3.10349813470882,lognormal,0.9773103818541827,True,2.2098746500805646,LAYER_TYPE.CONV2D,4.189336710968641,2.40959764263195,0.344367640055136,256.0,256.8015511337239,256.0,35.0,0.0,1.0,1.354303137504095,2.2098746500805646,116.2063880520833,1.4865647143937477,under-trained,0.0,2.2098746500805646,1.661085483202419
